Trial,Eccentricity (degrees),Reaction Time (s),Direction,Color,Correctness,1/2/3 Colors,Name,Attention,Circle Size (degrees)
649,5,0.3598559,2,"[255, 255, 0]",1,3,B,Overt,4
650,5,0.2144726,0,"[255, 255, 0]",1,3,B,Overt,4
651,5,0.2813555,0,"[255, 255, 0]",1,3,B,Overt,4
652,5,0.2389139,2,"[255, 255, 0]",1,3,B,Overt,4
653,5,0.3665316,2,"[255, 0, 0]",0,3,B,Overt,4
654,5,0.4038652,0,"[255, 0, 0]",0,3,B,Overt,4
655,5,0.3577527,2,"[255, 0, 0]",1,3,B,Overt,4
656,5,0.3433736,0,"[255, 255, 0]",1,3,B,Overt,4
657,5,0.3063293,2,"[255, 0, 0]",1,3,B,Overt,4
658,5,0.6176784,2,"[0, 0, 255]",1,3,B,Overt,4
659,5,0.5932454,2,"[0, 0, 255]",1,3,B,Overt,4
660,5,0.5654329,2,"[0, 0, 255]",1,3,B,Overt,4
661,5,0.4153191,0,"[0, 0, 255]",1,3,B,Overt,4
662,5,0.4918314,0,"[0, 0, 255]",1,3,B,Overt,4
663,5,0.357014,2,"[255, 255, 0]",1,3,B,Overt,4
664,5,0.3564382,0,"[0, 0, 255]",1,3,B,Overt,4
665,5,0.2937015,0,"[0, 0, 255]",1,3,B,Overt,4
666,5,0.3542679,0,"[0, 0, 255]",1,3,B,Overt,4
667,5,0.424414,0,"[0, 0, 255]",1,3,B,Overt,4
668,5,0.4001042,0,"[0, 0, 255]",1,3,B,Overt,4
669,5,0.3882961,0,"[255, 0, 0]",1,3,B,Overt,4
670,5,0.2799056,2,"[255, 255, 0]",1,3,B,Overt,4
671,5,0.3750526,0,"[0, 0, 255]",1,3,B,Overt,4
672,5,0.3313194,2,"[0, 0, 255]",1,3,B,Overt,4
673,5,0.3981398,2,"[0, 0, 255]",0,3,B,Overt,4
674,5,0.3022299,2,"[0, 0, 255]",0,3,B,Overt,4
675,5,0.355835,0,"[255, 0, 0]",1,3,B,Overt,4
676,5,0.2511747,2,"[255, 255, 0]",1,3,B,Overt,4
677,5,0.3049247,0,"[255, 0, 0]",1,3,B,Overt,4
678,5,0.3697535,2,"[255, 0, 0]",1,3,B,Overt,4
679,5,0.4176467,2,"[0, 0, 255]",1,3,B,Overt,4
680,5,0.3202582,2,"[255, 255, 0]",1,3,B,Overt,4
681,5,0.2933129,2,"[255, 255, 0]",1,3,B,Overt,4
682,5,0.2831688,0,"[255, 0, 0]",1,3,B,Overt,4
683,5,0.3286606,0,"[255, 255, 0]",1,3,B,Overt,4
684,5,0.4751064,2,"[0, 0, 255]",1,3,B,Overt,4
685,5,0.299924,0,"[255, 0, 0]",1,3,B,Overt,4
686,5,0.4180638,0,"[0, 0, 255]",1,3,B,Overt,4
687,5,0.2941468,0,"[0, 0, 255]",1,3,B,Overt,4
688,5,0.3159757,0,"[0, 0, 255]",1,3,B,Overt,4
689,5,0.3629196,2,"[0, 0, 255]",1,3,B,Overt,4
690,5,0.1783386,0,"[255, 255, 0]",1,3,B,Overt,4
691,5,0.4336773,0,"[0, 0, 255]",1,3,B,Overt,4
692,5,0.334197,2,"[0, 0, 255]",0,3,B,Overt,4
693,5,0.3439319,2,"[0, 0, 255]",1,3,B,Overt,4
694,5,0.1644783,2,"[0, 0, 255]",1,3,B,Overt,4
695,5,0.2388497,0,"[0, 0, 255]",1,3,B,Overt,4
696,5,0.1379642,0,"[0, 0, 255]",0,3,B,Overt,4
697,10,0.5202105,2,"[255, 0, 0]",0,3,B,Overt,4
698,10,0.4086255,2,"[255, 0, 0]",0,3,B,Overt,4
699,10,0.3812695,2,"[255, 0, 0]",1,3,B,Overt,4
700,10,0.4998847,2,"[255, 0, 0]",1,3,B,Overt,4
701,10,0.3435501,2,"[255, 255, 0]",1,3,B,Overt,4
702,10,0.4053419,0,"[255, 255, 0]",1,3,B,Overt,4
703,10,0.3003893,2,"[255, 255, 0]",1,3,B,Overt,4
704,10,0.3182211,0,"[255, 0, 0]",1,3,B,Overt,4
705,10,0.3091151,0,"[255, 255, 0]",1,3,B,Overt,4
706,10,0.3410112,2,"[255, 255, 0]",1,3,B,Overt,4
707,10,0.3161036,0,"[255, 255, 0]",1,3,B,Overt,4
708,10,0.2196334,2,"[255, 0, 0]",1,3,B,Overt,4
709,10,0.4284578,0,"[255, 255, 0]",0,3,B,Overt,4
710,10,0.3602875,2,"[255, 255, 0]",1,3,B,Overt,4
711,10,0.3398477,2,"[255, 255, 0]",1,3,B,Overt,4
712,10,0.2917809,2,"[255, 255, 0]",1,3,B,Overt,4
713,10,0.3053933,2,"[255, 255, 0]",1,3,B,Overt,4
714,10,0.3241175,0,"[255, 255, 0]",1,3,B,Overt,4
715,10,0.3265326,2,"[255, 255, 0]",1,3,B,Overt,4
716,10,0.305163,0,"[255, 0, 0]",1,3,B,Overt,4
717,10,0.2316852,2,"[255, 255, 0]",1,3,B,Overt,4
718,10,0.2208053,0,"[255, 255, 0]",1,3,B,Overt,4
719,10,0.2939594,0,"[255, 255, 0]",1,3,B,Overt,4
720,10,0.2204136,0,"[255, 255, 0]",1,3,B,Overt,4
721,10,0.5590504,0,"[255, 0, 0]",1,3,B,Overt,4
722,10,0.3471032,2,"[255, 0, 0]",1,3,B,Overt,4
723,10,0.4075335,2,"[255, 0, 0]",1,3,B,Overt,4
724,10,0.3657409,2,"[255, 0, 0]",1,3,B,Overt,4
725,10,0.3373456,2,"[255, 0, 0]",1,3,B,Overt,4
726,10,0.3572603,2,"[0, 0, 255]",1,3,B,Overt,4
727,10,0.3273906,2,"[255, 0, 0]",1,3,B,Overt,4
728,10,0.4371277,0,"[0, 0, 255]",1,3,B,Overt,4
729,10,0.3604505,2,"[255, 0, 0]",1,3,B,Overt,4
730,10,0.3605728,0,"[255, 0, 0]",1,3,B,Overt,4
731,10,0.3226693,0,"[0, 0, 255]",1,3,B,Overt,4
732,10,0.3190956,0,"[0, 0, 255]",1,3,B,Overt,4
733,10,0.2409463,0,"[0, 0, 255]",1,3,B,Overt,4
734,10,0.2909398,2,"[255, 0, 0]",1,3,B,Overt,4
735,10,0.3129477,0,"[0, 0, 255]",1,3,B,Overt,4
736,10,0.378447,0,"[255, 0, 0]",1,3,B,Overt,4
737,10,0.4623078,2,"[0, 0, 255]",1,3,B,Overt,4
738,10,0.3823249,0,"[255, 255, 0]",1,3,B,Overt,4
739,10,0.3242997,0,"[255, 0, 0]",1,3,B,Overt,4
740,10,0.4549132,0,"[0, 0, 255]",1,3,B,Overt,4
741,10,0.3098887,2,"[255, 255, 0]",1,3,B,Overt,4
742,10,0.299972,0,"[255, 0, 0]",1,3,B,Overt,4
743,10,0.2915319,2,"[255, 255, 0]",1,3,B,Overt,4
744,10,0.4284246,0,"[0, 0, 255]",1,3,B,Overt,4
745,10,0.2605936,2,"[255, 255, 0]",1,3,B,Overt,4
746,10,0.4466125,0,"[0, 0, 255]",1,3,B,Overt,4
747,10,0.271684,2,"[255, 255, 0]",1,3,B,Overt,4
748,10,0.4249659,2,"[0, 0, 255]",1,3,B,Overt,4
749,10,0.3326853,0,"[255, 255, 0]",1,3,B,Overt,4
750,10,0.2884552,2,"[255, 0, 0]",1,3,B,Overt,4
751,10,0.192707,0,"[255, 255, 0]",1,3,B,Overt,4
752,10,0.2304044,0,"[255, 255, 0]",1,3,B,Overt,4
753,10,0.4138285,2,"[0, 0, 255]",1,3,B,Overt,4
754,10,0.298442,0,"[255, 255, 0]",1,3,B,Overt,4
755,10,0.3780831,0,"[0, 0, 255]",0,3,B,Overt,4
756,10,0.2441181,0,"[0, 0, 255]",0,3,B,Overt,4
757,15,0.5952252,0,"[255, 0, 0]",1,3,B,Overt,4
758,15,0.5158634,2,"[255, 0, 0]",1,3,B,Overt,4
759,15,0.4134346,0,"[255, 0, 0]",0,3,B,Overt,4
760,15,0.5173542,2,"[255, 255, 0]",1,3,B,Overt,4
761,15,0.3929246,0,"[255, 255, 0]",1,3,B,Overt,4
762,15,0.3718458,2,"[255, 255, 0]",1,3,B,Overt,4
763,15,0.3354553,0,"[255, 255, 0]",1,3,B,Overt,4
764,15,0.2624709,2,"[255, 255, 0]",1,3,B,Overt,4
765,15,0.3667432,2,"[255, 0, 0]",1,3,B,Overt,4
766,15,0.2346531,2,"[255, 0, 0]",1,3,B,Overt,4
767,15,0.2839698,2,"[255, 0, 0]",1,3,B,Overt,4
768,15,0.3288873,2,"[255, 0, 0]",1,3,B,Overt,4
769,15,0.2619292,2,"[255, 255, 0]",1,3,B,Overt,4
770,15,0.1895123,0,"[255, 0, 0]",1,3,B,Overt,4
771,15,0.3178807,0,"[255, 255, 0]",1,3,B,Overt,4
772,15,0.2972382,2,"[255, 0, 0]",1,3,B,Overt,4
773,15,0.3005609,0,"[255, 255, 0]",1,3,B,Overt,4
774,15,0.2735172,0,"[255, 255, 0]",1,3,B,Overt,4
775,15,0.297997,2,"[255, 255, 0]",1,3,B,Overt,4
776,15,0.2527281,2,"[255, 255, 0]",1,3,B,Overt,4
777,15,0.2886706,0,"[255, 255, 0]",1,3,B,Overt,4
778,15,0.4910467,2,"[255, 0, 0]",1,3,B,Overt,4
779,15,0.4306464,2,"[255, 0, 0]",0,3,B,Overt,4
780,15,0.3157723,0,"[255, 0, 0]",1,3,B,Overt,4
781,15,0.4105848,2,"[255, 0, 0]",1,3,B,Overt,4
782,15,0.3643033,2,"[255, 0, 0]",1,3,B,Overt,4
783,15,0.3491602,2,"[255, 0, 0]",1,3,B,Overt,4
784,15,0.5229888,0,"[0, 0, 255]",1,3,B,Overt,4
785,15,0.5213764,2,"[0, 0, 255]",1,3,B,Overt,4
786,15,0.3129036,0,"[255, 255, 0]",1,3,B,Overt,4
787,15,0.4037026,2,"[255, 255, 0]",1,3,B,Overt,4
788,15,0.408519,0,"[0, 0, 255]",1,3,B,Overt,4
789,15,0.4555175,2,"[0, 0, 255]",1,3,B,Overt,4
790,15,0.3545659,0,"[0, 0, 255]",1,3,B,Overt,4
791,15,0.327313,0,"[0, 0, 255]",1,3,B,Overt,4
792,15,0.3448022,2,"[255, 0, 0]",1,3,B,Overt,4
793,15,0.3509531,2,"[0, 0, 255]",1,3,B,Overt,4
794,15,0.3550248,0,"[0, 0, 255]",1,3,B,Overt,4
795,15,0.2315638,0,"[0, 0, 255]",0,3,B,Overt,4
796,15,0.4211827,0,"[0, 0, 255]",1,3,B,Overt,4
797,15,0.419773,0,"[0, 0, 255]",1,3,B,Overt,4
798,15,0.2921481,2,"[255, 255, 0]",1,3,B,Overt,4
799,15,0.3841627,2,"[0, 0, 255]",1,3,B,Overt,4
800,15,0.3847241,2,"[0, 0, 255]",1,3,B,Overt,4
801,15,0.4254262,2,"[0, 0, 255]",1,3,B,Overt,4
802,15,0.4110235,0,"[255, 255, 0]",1,3,B,Overt,4
803,15,0.3511734,0,"[255, 0, 0]",1,3,B,Overt,4
804,15,0.2323059,2,"[255, 255, 0]",1,3,B,Overt,4
805,15,0.4000987,0,"[0, 0, 255]",0,3,B,Overt,4
806,15,0.3304524,0,"[0, 0, 255]",1,3,B,Overt,4
807,15,0.349379,0,"[0, 0, 255]",1,3,B,Overt,4
808,15,0.304844,0,"[0, 0, 255]",1,3,B,Overt,4
809,15,0.2934391,2,"[255, 255, 0]",1,3,B,Overt,4
810,15,0.2294565,0,"[255, 255, 0]",1,3,B,Overt,4
811,15,0.3813801,0,"[0, 0, 255]",1,3,B,Overt,4
812,15,0.3597096,2,"[0, 0, 255]",1,3,B,Overt,4
813,15,0.2433588,0,"[255, 255, 0]",1,3,B,Overt,4
814,15,0.3387498,0,"[0, 0, 255]",1,3,B,Overt,4
815,15,0.3014661,2,"[0, 0, 255]",1,3,B,Overt,4
816,15,0.2893782,0,"[0, 0, 255]",1,3,B,Overt,4
817,20,0.4111287,0,"[255, 255, 0]",1,3,B,Overt,4
818,20,0.4697008,0,"[255, 0, 0]",1,3,B,Overt,4
819,20,0.3304653,2,"[255, 255, 0]",1,3,B,Overt,4
820,20,0.47256,2,"[255, 255, 0]",1,3,B,Overt,4
821,20,0.3654629,2,"[255, 255, 0]",1,3,B,Overt,4
822,20,0.3427521,2,"[255, 0, 0]",1,3,B,Overt,4
823,20,0.2559594,2,"[255, 0, 0]",1,3,B,Overt,4
824,20,0.4382305,0,"[255, 0, 0]",1,3,B,Overt,4
825,20,0.3506576,2,"[255, 255, 0]",1,3,B,Overt,4
826,20,0.3280312,2,"[255, 0, 0]",1,3,B,Overt,4
827,20,0.2990945,2,"[255, 255, 0]",1,3,B,Overt,4
828,20,0.211043,0,"[255, 255, 0]",1,3,B,Overt,4
829,20,0.3205685,0,"[255, 0, 0]",1,3,B,Overt,4
830,20,0.3971571,2,"[255, 255, 0]",1,3,B,Overt,4
831,20,0.2436481,2,"[255, 255, 0]",1,3,B,Overt,4
832,20,0.3653979,0,"[255, 0, 0]",1,3,B,Overt,4
833,20,0.2529426,0,"[255, 255, 0]",1,3,B,Overt,4
834,20,0.312954,0,"[255, 255, 0]",1,3,B,Overt,4
835,20,0.3603499,0,"[255, 255, 0]",1,3,B,Overt,4
836,20,0.3003283,0,"[255, 0, 0]",1,3,B,Overt,4
837,20,0.2280541,2,"[255, 255, 0]",1,3,B,Overt,4
838,20,0.2522395,0,"[255, 255, 0]",1,3,B,Overt,4
839,20,1.6099267,2,"[255, 0, 0]",1,3,B,Overt,4
840,20,0.5675415,2,"[255, 0, 0]",1,3,B,Overt,4
841,20,0.5162005,0,"[255, 255, 0]",1,3,B,Overt,4
842,20,0.4371464,0,"[255, 0, 0]",0,3,B,Overt,4
843,20,0.4260486,0,"[255, 255, 0]",1,3,B,Overt,4
844,20,0.3404551,2,"[255, 0, 0]",1,3,B,Overt,4
845,20,0.4188408,0,"[255, 255, 0]",1,3,B,Overt,4
846,20,0.300652,2,"[255, 0, 0]",1,3,B,Overt,4
847,20,0.3646691,0,"[255, 0, 0]",0,3,B,Overt,4
848,20,0.5561944,0,"[0, 0, 255]",1,3,B,Overt,4
849,20,0.548451,2,"[0, 0, 255]",1,3,B,Overt,4
850,20,0.3605305,2,"[255, 255, 0]",1,3,B,Overt,4
851,20,0.4580652,0,"[0, 0, 255]",1,3,B,Overt,4
852,20,0.4040034,0,"[0, 0, 255]",1,3,B,Overt,4
853,20,0.2804369,2,"[255, 0, 0]",1,3,B,Overt,4
854,20,0.3341282,2,"[0, 0, 255]",1,3,B,Overt,4
855,20,0.3583604,2,"[0, 0, 255]",1,3,B,Overt,4
856,20,0.3983331,2,"[0, 0, 255]",1,3,B,Overt,4
857,20,0.3383933,2,"[255, 255, 0]",1,3,B,Overt,4
858,20,0.3194083,0,"[0, 0, 255]",1,3,B,Overt,4
859,20,0.2990193,2,"[255, 0, 0]",1,3,B,Overt,4
860,20,0.2732253,0,"[255, 255, 0]",1,3,B,Overt,4
861,20,0.2006461,0,"[255, 0, 0]",1,3,B,Overt,4
862,20,0.498605,2,"[0, 0, 255]",1,3,B,Overt,4
863,20,0.4432007,2,"[0, 0, 255]",1,3,B,Overt,4
864,20,0.4149176,0,"[0, 0, 255]",1,3,B,Overt,4
865,20,0.4403678,0,"[0, 0, 255]",0,3,B,Overt,4
866,20,0.3850452,2,"[0, 0, 255]",1,3,B,Overt,4
867,20,0.3380954,0,"[0, 0, 255]",1,3,B,Overt,4
868,20,0.4322068,2,"[0, 0, 255]",1,3,B,Overt,4
869,20,0.3670555,2,"[0, 0, 255]",1,3,B,Overt,4
870,20,0.2772897,0,"[0, 0, 255]",1,3,B,Overt,4
871,20,0.4026662,0,"[0, 0, 255]",1,3,B,Overt,4
872,20,0.193064,0,"[255, 255, 0]",1,3,B,Overt,4
873,20,0.3650388,2,"[0, 0, 255]",1,3,B,Overt,4
874,20,0.2378589,2,"[0, 0, 255]",1,3,B,Overt,4
875,20,0.1706992,0,"[255, 0, 0]",1,3,B,Overt,4
876,20,0.2735247,2,"[0, 0, 255]",1,3,B,Overt,4
877,20,0.2106222,0,"[255, 255, 0]",1,3,B,Overt,4
878,25,0.4492193,2,"[255, 0, 0]",1,3,B,Overt,4
879,25,0.5121091,0,"[255, 255, 0]",1,3,B,Overt,4
880,25,0.4162204,2,"[255, 255, 0]",1,3,B,Overt,4
881,25,0.2906457,0,"[255, 0, 0]",1,3,B,Overt,4
882,25,0.3275616,2,"[255, 0, 0]",1,3,B,Overt,4
883,25,0.3253123,2,"[255, 0, 0]",1,3,B,Overt,4
884,25,0.3120292,2,"[255, 0, 0]",1,3,B,Overt,4
885,25,0.3016526,0,"[255, 255, 0]",1,3,B,Overt,4
886,25,0.3577004,2,"[255, 255, 0]",1,3,B,Overt,4
887,25,0.3343742,2,"[255, 0, 0]",1,3,B,Overt,4
888,25,0.3270779,0,"[255, 255, 0]",1,3,B,Overt,4
889,25,0.3216715,2,"[255, 255, 0]",1,3,B,Overt,4
890,25,0.3651029,0,"[255, 255, 0]",1,3,B,Overt,4
891,25,0.2970221,2,"[255, 255, 0]",1,3,B,Overt,4
892,25,0.2817104,2,"[255, 255, 0]",1,3,B,Overt,4
893,25,0.2360186,0,"[255, 0, 0]",1,3,B,Overt,4
894,25,0.2169621,2,"[255, 255, 0]",1,3,B,Overt,4
895,25,0.1724166,0,"[255, 255, 0]",1,3,B,Overt,4
896,25,0.1342747,0,"[255, 255, 0]",1,3,B,Overt,4
897,25,-0.0828958,2,"[255, 255, 0]",0,3,B,Overt,4
898,25,0.3885391,2,"[255, 0, 0]",1,3,B,Overt,4
899,25,0.4504843,2,"[255, 255, 0]",1,3,B,Overt,4
900,25,0.3590175,2,"[255, 255, 0]",1,3,B,Overt,4
901,25,0.334087,0,"[255, 255, 0]",1,3,B,Overt,4
902,25,0.6083131,2,"[0, 0, 255]",1,3,B,Overt,4
903,25,0.2443702,0,"[255, 0, 0]",1,3,B,Overt,4
904,25,0.2703135,0,"[255, 0, 0]",1,3,B,Overt,4
905,25,0.3337769,0,"[255, 0, 0]",1,3,B,Overt,4
906,25,0.3139254,0,"[0, 0, 255]",1,3,B,Overt,4
907,25,0.252894,0,"[255, 0, 0]",1,3,B,Overt,4
908,25,0.4376376,0,"[0, 0, 255]",1,3,B,Overt,4
909,25,0.3963654,0,"[0, 0, 255]",1,3,B,Overt,4
910,25,0.2603083,2,"[0, 0, 255]",1,3,B,Overt,4
911,25,0.3677304,0,"[0, 0, 255]",1,3,B,Overt,4
912,25,0.3612483,0,"[0, 0, 255]",1,3,B,Overt,4
913,25,0.2989111,0,"[255, 255, 0]",1,3,B,Overt,4
914,25,0.3396189,2,"[0, 0, 255]",1,3,B,Overt,4
915,25,0.3131847,0,"[0, 0, 255]",1,3,B,Overt,4
916,25,0.3722752,0,"[0, 0, 255]",0,3,B,Overt,4
917,25,0.3384215,0,"[255, 255, 0]",1,3,B,Overt,4
918,25,0.3126856,2,"[255, 255, 0]",1,3,B,Overt,4
919,25,0.3238906,2,"[255, 255, 0]",1,3,B,Overt,4
920,25,0.4878949,2,"[0, 0, 255]",1,3,B,Overt,4
921,25,0.4215027,2,"[0, 0, 255]",1,3,B,Overt,4
922,25,0.4230415,2,"[0, 0, 255]",1,3,B,Overt,4
923,25,0.4258439,0,"[0, 0, 255]",1,3,B,Overt,4
924,25,0.2898709,0,"[255, 255, 0]",1,3,B,Overt,4
925,25,0.422704,2,"[0, 0, 255]",1,3,B,Overt,4
926,25,0.2865571,0,"[255, 255, 0]",1,3,B,Overt,4
927,25,0.2607458,0,"[255, 255, 0]",1,3,B,Overt,4
928,25,0.3406644,2,"[255, 255, 0]",1,3,B,Overt,4
929,25,0.3950182,2,"[0, 0, 255]",1,3,B,Overt,4
930,25,0.2823002,0,"[255, 255, 0]",1,3,B,Overt,4
931,25,0.2674275,2,"[0, 0, 255]",1,3,B,Overt,4
932,25,0.3751612,2,"[0, 0, 255]",1,3,B,Overt,4
933,25,0.3352195,2,"[0, 0, 255]",1,3,B,Overt,4
934,25,0.3768143,2,"[0, 0, 255]",1,3,B,Overt,4
935,25,0.3598926,0,"[0, 0, 255]",1,3,B,Overt,4
936,25,0.2556361,0,"[255, 255, 0]",1,3,B,Overt,4
937,25,0.0134765,0,"[255, 0, 0]",1,3,B,Overt,4
938,30,0.613852,2,"[255, 0, 0]",1,3,B,Overt,4
939,30,0.467494,2,"[255, 0, 0]",1,3,B,Overt,4
940,30,0.5295104,2,"[255, 0, 0]",1,3,B,Overt,4
941,30,0.4651802,0,"[255, 255, 0]",1,3,B,Overt,4
942,30,0.38485,0,"[255, 0, 0]",1,3,B,Overt,4
943,30,0.4497305,2,"[255, 0, 0]",1,3,B,Overt,4
944,30,0.3687384,2,"[255, 0, 0]",1,3,B,Overt,4
945,30,0.3210455,0,"[255, 0, 0]",1,3,B,Overt,4
946,30,0.3129436,2,"[255, 255, 0]",1,3,B,Overt,4
947,30,0.3467452,2,"[255, 255, 0]",1,3,B,Overt,4
948,30,0.3053671,0,"[255, 0, 0]",1,3,B,Overt,4
949,30,0.2504088,2,"[255, 255, 0]",1,3,B,Overt,4
950,30,0.3695023,2,"[255, 0, 0]",1,3,B,Overt,4
951,30,0.3073494,0,"[255, 0, 0]",1,3,B,Overt,4
952,30,0.2988096,2,"[255, 255, 0]",1,3,B,Overt,4
953,30,0.2152162,0,"[255, 255, 0]",1,3,B,Overt,4
954,30,0.2758617,0,"[255, 255, 0]",1,3,B,Overt,4
955,30,0.2971512,0,"[255, 255, 0]",1,3,B,Overt,4
956,30,0.2102106,0,"[255, 0, 0]",1,3,B,Overt,4
957,30,0.3112306,0,"[255, 255, 0]",1,3,B,Overt,4
958,30,0.2979902,0,"[255, 255, 0]",1,3,B,Overt,4
959,30,0.1649502,0,"[255, 255, 0]",1,3,B,Overt,4
960,30,0.5361289,2,"[255, 0, 0]",1,3,B,Overt,4
961,30,0.4931008,0,"[255, 255, 0]",1,3,B,Overt,4
962,30,0.4375858,2,"[255, 255, 0]",1,3,B,Overt,4
963,30,0.3782047,2,"[255, 0, 0]",1,3,B,Overt,4
964,30,0.4153708,0,"[0, 0, 255]",1,3,B,Overt,4
965,30,0.4085453,0,"[0, 0, 255]",0,3,B,Overt,4
966,30,0.3630591,2,"[0, 0, 255]",1,3,B,Overt,4
967,30,0.3812693,2,"[0, 0, 255]",1,3,B,Overt,4
968,30,0.4200949,2,"[0, 0, 255]",1,3,B,Overt,4
969,30,0.3582983,0,"[255, 0, 0]",1,3,B,Overt,4
970,30,0.3332046,2,"[255, 255, 0]",1,3,B,Overt,4
971,30,0.3665968,2,"[255, 0, 0]",1,3,B,Overt,4
972,30,0.3521304,2,"[0, 0, 255]",0,3,B,Overt,4
973,30,0.2499665,0,"[255, 0, 0]",1,3,B,Overt,4
974,30,0.2838644,0,"[255, 0, 0]",1,3,B,Overt,4
975,30,0.3495283,2,"[0, 0, 255]",1,3,B,Overt,4
976,30,0.3355068,0,"[255, 255, 0]",1,3,B,Overt,4
977,30,0.2847258,0,"[0, 0, 255]",0,3,B,Overt,4
978,30,0.2341066,0,"[255, 255, 0]",1,3,B,Overt,4
979,30,0.4489542,0,"[0, 0, 255]",1,3,B,Overt,4
980,30,0.3856107,2,"[255, 0, 0]",1,3,B,Overt,4
981,30,0.4304187,2,"[0, 0, 255]",1,3,B,Overt,4
982,30,0.2585207,2,"[255, 255, 0]",1,3,B,Overt,4
983,30,0.3131669,2,"[255, 0, 0]",1,3,B,Overt,4
984,30,0.4599689,2,"[0, 0, 255]",1,3,B,Overt,4
985,30,0.4427691,0,"[0, 0, 255]",1,3,B,Overt,4
986,30,0.2760233,2,"[255, 255, 0]",1,3,B,Overt,4
987,30,0.3538604,2,"[0, 0, 255]",1,3,B,Overt,4
988,30,0.255106,0,"[255, 255, 0]",1,3,B,Overt,4
989,30,0.2722015,0,"[255, 0, 0]",1,3,B,Overt,4
990,30,0.2519573,0,"[255, 255, 0]",1,3,B,Overt,4
991,30,0.3102563,2,"[255, 0, 0]",1,3,B,Overt,4
992,30,0.3546745,0,"[255, 0, 0]",1,3,B,Overt,4
993,30,0.3173695,2,"[255, 255, 0]",1,3,B,Overt,4
994,30,0.2850642,0,"[255, 0, 0]",1,3,B,Overt,4
995,30,0.3786024,0,"[0, 0, 255]",1,3,B,Overt,4
996,30,0.270604,0,"[255, 255, 0]",1,3,B,Overt,4
997,30,0.1317275,2,"[0, 0, 255]",1,3,B,Overt,4
998,35,0.4427225,0,"[255, 0, 0]",1,3,B,Overt,4
999,35,0.4303166,2,"[255, 255, 0]",1,3,B,Overt,4
1000,35,0.3925584,0,"[255, 255, 0]",1,3,B,Overt,4
1001,35,0.3243521,0,"[255, 255, 0]",1,3,B,Overt,4
1002,35,0.4425864,2,"[255, 0, 0]",0,3,B,Overt,4
1003,35,0.4109323,2,"[255, 0, 0]",1,3,B,Overt,4
1004,35,0.3724651,0,"[255, 0, 0]",1,3,B,Overt,4
1005,35,0.4891965,2,"[255, 0, 0]",1,3,B,Overt,4
1006,35,0.4014919,0,"[255, 0, 0]",1,3,B,Overt,4
1007,35,0.386421,2,"[255, 0, 0]",1,3,B,Overt,4
1008,35,0.4098747,2,"[255, 0, 0]",1,3,B,Overt,4
1009,35,0.3211663,2,"[255, 255, 0]",1,3,B,Overt,4
1010,35,0.2068668,2,"[255, 0, 0]",1,3,B,Overt,4
1011,35,0.218389,2,"[255, 255, 0]",1,3,B,Overt,4
1012,35,0.2789145,2,"[255, 255, 0]",1,3,B,Overt,4
1013,35,0.3015612,0,"[255, 255, 0]",1,3,B,Overt,4
1014,35,0.3517641,2,"[255, 0, 0]",1,3,B,Overt,4
1015,35,0.3300824,2,"[255, 0, 0]",1,3,B,Overt,4
1016,35,0.2425476,0,"[255, 255, 0]",1,3,B,Overt,4
1017,35,0.2579024,0,"[255, 255, 0]",1,3,B,Overt,4
1018,35,0.2423648,0,"[255, 255, 0]",1,3,B,Overt,4
1019,35,0.2657423,0,"[255, 255, 0]",1,3,B,Overt,4
1020,35,0.2955835,2,"[255, 255, 0]",1,3,B,Overt,4
1021,35,0.5313684,0,"[255, 0, 0]",1,3,B,Overt,4
1022,35,0.464573,0,"[255, 0, 0]",1,3,B,Overt,4
1023,35,0.4381185,0,"[255, 255, 0]",1,3,B,Overt,4
1024,35,0.4583762,0,"[255, 0, 0]",1,3,B,Overt,4
1025,35,0.3515615,2,"[255, 255, 0]",1,3,B,Overt,4
1026,35,0.3593789,0,"[255, 0, 0]",1,3,B,Overt,4
1027,35,0.3145275,2,"[255, 255, 0]",1,3,B,Overt,4
1028,35,0.3367895,2,"[255, 0, 0]",1,3,B,Overt,4
1029,35,0.3689845,2,"[255, 255, 0]",1,3,B,Overt,4
1030,35,0.4544637,0,"[0, 0, 255]",1,3,B,Overt,4
1031,35,0.4669964,2,"[0, 0, 255]",1,3,B,Overt,4
1032,35,0.4445945,0,"[0, 0, 255]",1,3,B,Overt,4
1033,35,0.346309,0,"[0, 0, 255]",1,3,B,Overt,4
1034,35,0.3887117,2,"[0, 0, 255]",1,3,B,Overt,4
1035,35,0.3243823,0,"[255, 0, 0]",1,3,B,Overt,4
1036,35,0.2685597,2,"[255, 255, 0]",1,3,B,Overt,4
1037,35,0.2808363,2,"[255, 255, 0]",1,3,B,Overt,4
1038,35,0.3953148,0,"[0, 0, 255]",0,3,B,Overt,4
1039,35,0.2342692,0,"[255, 0, 0]",1,3,B,Overt,4
1040,35,0.3050974,0,"[0, 0, 255]",0,3,B,Overt,4
1041,35,0.272616,0,"[255, 255, 0]",1,3,B,Overt,4
1042,35,0.4935734,2,"[0, 0, 255]",1,3,B,Overt,4
1043,35,0.3638537,2,"[255, 255, 0]",1,3,B,Overt,4
1044,35,0.3433896,2,"[0, 0, 255]",1,3,B,Overt,4
1045,35,0.2019488,2,"[255, 255, 0]",1,3,B,Overt,4
